LocInfo,TECHNO,LAC,CI,COORD_X,COORD_Y,LON,LAT,min_dt,max_dt,NOM_SITE
8102f8100099ab0b,4G,1,10070795,794048,2087488,4.831117,45.760003,2019/03/15,2019/06/22,LYON_CELESTINS_NOUVEAU
8102f8100099b905,4G,1,10074373,792694,2087229,4.813617,45.758059,2019/03/15,2019/06/22,LYON_JARICOT
8102f810009c5106,4G,1,10244358,794276,2087085,4.833881,45.756314,2019/03/15,2019/06/22,LYON_BELLECOUR
8102f81000a49703,4G,1,10786563,795532,2087896,4.850349,45.763246,2019/03/15,2019/06/22,IN_LYON_INCITY
0102f81000684da8,3G,104,19880,801331,2084211,4.923291,45.728419,2019/03/15,2019/06/22,BRON_SERVICE_SANTE
0102f810041c1e3a,3G,1052,7738,803500,2084400,4.951219,45.729473,2019/03/15,2019/06/22,IN_CHASSIEU_EUREXPO
0102f810041f2062,3G,1055,8290,793026,2089567,4.818831,45.778989,2019/03/15,2019/06/22,LYON_CERISAIE
0102f810041f6622,3G,1055,26146,793482,2089632,4.824717,45.779443,2019/03/15,2019/06/22,LYON_LA_CROIX_ROUSSE
0102f810041f68f2,3G,1055,26866,794379,2087251,4.835272,45.757777,2019/03/15,2019/06/22,LYON_HOTEL_DIEU
0102f810041f7332,3G,1055,29490,794720,2085624,4.838987,45.743049,2019/03/15,2019/06/22,LYN_CHEVREUIL
0102f810041f8283,3G,1055,33411,794276,2087085,4.833881,45.756314,2019/03/15,2019/06/22,MME_FAN_ZONE_BELLECOUR_2
0102f810041fcf19,3G,1055,53017,794021,2089114,4.831433,45.774632,2019/03/15,2019/06/22,LYON_INCA_BIS
0102f810070831d4,3G,1800,12756,795560,2088185,4.850827,45.765837,2019/03/15,2019/06/22,LYON_BUGEAUD
8102f81000995607,4G,1,10049031,794385,2088425,4.835829,45.768332,2019/03/15,2019/06/22,LYON_BEAUX_ARTS
8102f81000995901,4G,1,10049793,793509,2084471,4.822966,45.733027,2019/03/15,2019/06/22,LYON_LES_BERGES
8102f81000995f06,4G,1,10051334,795560,2088185,4.850827,45.765837,2019/03/15,2019/06/22,LYON_BUGEAUD
8102f8100099ae02,4G,1,10071554,795269,2089195,4.847503,45.775003,2019/03/15,2019/06/22,LYON_FELIX_JACQUIER
8102f81000a4bb09,4G,1,10795785,794510,2086290,4.836562,45.749098,2019/06/09,2019/06/22,LYON_CLAUDE_BERNARD
8102f81000a78304,4G,1,10978052,795000,2087322,4.843279,45.758238,2019/03/15,2019/06/22,IN_LYON_SEVIGNE_PREPROD_MAQUETTE
0102f810041c595b,3G,1052,22875,813515,2083730,5.079495,45.720379,2019/03/15,2019/06/22,AEROPORT_ST_EXUPERY
0102f810041f06e6,3G,1055,1766,794230,2085825,4.832776,45.744997,2019/03/15,2019/06/22,LYN_GALLIENI
0102f810041f43cd,3G,1055,17357,794885,2087165,4.841737,45.756859,2019/03/15,2019/06/22,LYON_FOSSES_AUX_OURS
0102f810041f58b1,3G,1055,22705,793843,2085072,4.827499,45.738336,2019/03/15,2019/06/22,LYON_GIRONDINS
0102f810041f624d,3G,1055,25165,794950,2086991,4.842501,45.755276,2019/03/15,2019/06/22,LYON_MONTESQUIEU
0102f81007089089,3G,1800,37001,795942,2087733,4.855549,45.761663,2019/03/15,2019/06/22,IN_LYON_PART_DIEU_CC
0102f81051091a40,3G,20745,6720,791710,2086800,4.800803,45.754479,2019/03/15,2019/06/22,LYON_QUATRE_CHEMINS
0102f8105109642d,3G,20745,25645,792721,2089141,4.814739,45.775244,2019/03/15,2019/06/22,LYON_XROUSSE_BIRMINGHAN
